date_year_month,date_year_quarter,date_year,ecosystem_id,ecosystem_name,product_brand_id,product_brand_name,market_code,flag_competitor,data_provider_name,sale_channel_type,iqvia_sales_qty_eqv,iqvia_sales_tot_rx_count,iqvia_sales_new_rx_count,iqvia_sales_dollars
202110,2021Q4,2021,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1324.369,662.184,148.475,2150695.76
202111,2021Q4,2021,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1660.418,830.209,132.996,2700873.47
202112,2021Q4,2021,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1914.367,957.183,211.642,3119095.42
202201,2022Q1,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1816.795,908.397,167.603,2965008.86
202202,2022Q1,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1675.512,837.756,175.296,2738951.69
202203,2022Q1,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1591.74,795.87,219.059,2606307.22
202204,2022Q2,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1225.053,612.527,167.664,2009208.98
202205,2022Q2,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1012.842,506.421,91.963,1663904.67
202206,2022Q2,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1189.18,594.59,142.714,1956820.53
202207,2022Q3,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,ims,RETAIL,949.678,474.839,114.291,1565296.7
202208,2022Q3,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1142.524,571.262,86.496,1886262.24
202209,2022Q3,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1168.775,584.388,114.95,1932789.95
202210,2022Q4,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1405.8,702.9,167.931,2328594.43
202211,2022Q4,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1171.496,585.748,76.454,1943694.15
202212,2022Q4,2022,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1575.071,787.536,123.688,2617603.72
202301,2023Q1,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1877.142,938.571,200.76,3124765.62
202302,2023Q1,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1713.544,856.772,174.515,2857145.42
202303,2023Q1,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1653.778,826.889,110.295,2762046.57
202304,2023Q2,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1294.936,647.468,199.123,2166300.41
202305,2023Q2,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1333.434,666.717,111.161,2234387.53
202306,2023Q2,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1356.809,678.405,139.287,2277312.0
202307,2023Q3,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,938.565,469.282,104.715,1577919.09
202308,2023Q3,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1104.236,552.118,76.287,1859512.41
202309,2023Q3,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1312.998,656.499,96.393,2214714.54
202310,2023Q4,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1237.805,618.903,127.033,2091330.69
202311,2023Q4,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1543.018,771.509,165.557,2611309.01
202312,2023Q4,2023,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,2285.444,1142.722,216.882,3874132.64
202401,2024Q1,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1928.152,964.076,248.009,3273873.02
202402,2024Q1,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1906.792,953.396,299.726,3242952.29
202403,2024Q1,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,2154.382,1077.191,316.291,3670088.93
202404,2024Q2,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1582.419,791.209,129.221,2700175.37
202405,2024Q2,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1321.712,660.856,130.371,2259041.0
202406,2024Q2,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1449.092,724.546,127.494,2480846.78
202407,2024Q3,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1019.629,509.815,122.247,1748488.71
202408,2024Q3,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1295.17,647.585,138.163,2224661.68
202409,2024Q3,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1627.059,813.529,178.779,2799349.8
202410,2024Q4,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1535.548,767.774,156.314,2646268.37
202411,2024Q4,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1749.17,874.585,218.367,3019390.46
202412,2024Q4,2024,4036,WA-ECO-036,5113,Dupixair,RESP,Y,IMS,RETAIL,1892.03,946.015,269.631,3271387.96
202101,2021Q1,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,411.479,205.74,43.323,658366.96
202102,2021Q1,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,470.349,235.175,68.677,753801.84
202103,2021Q1,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,464.388,232.194,41.23,745476.38
202104,2021Q2,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,409.165,204.583,44.69,657913.8
202105,2021Q2,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,335.726,167.863,37.372,540718.7
202106,2021Q2,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,305.28,152.64,34.782,492494.62
202107,2021Q3,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,330.783,165.391,55.143,534518.61
202108,2021Q3,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,369.818,184.909,28.602,598583.91
202109,2021Q3,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,425.07,212.535,53.683,689149.4
202110,2021Q4,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,415.104,207.552,33.31,674103.99
202111,2021Q4,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,470.584,235.292,51.709,765462.6
202112,2021Q4,2021,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,601.275,300.637,70.631,979662.56
202201,2022Q1,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,585.843,292.921,64.955,956095.43
202202,2022Q1,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,523.83,261.915,57.938,856302.11
202203,2022Q1,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,614.634,307.317,61.801,1006398.6
202204,2022Q2,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,447.362,223.681,73.728,733718.89
202205,2022Q2,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,431.071,215.536,20.493,708167.51
202206,2022Q2,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,389.087,194.544,34.833,640251.58
202207,2022Q3,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,387.947,193.973,43.752,639428.85
202208,2022Q3,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,382.746,191.373,43.6,631898.92
202209,2022Q3,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,511.51,255.755,47.438,845877.19
202210,2022Q4,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,477.436,238.718,55.462,790833.86
202211,2022Q4,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,512.948,256.474,76.554,851059.99
202212,2022Q4,2022,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,766.913,383.456,83.976,1274528.31
202301,2023Q1,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,ims,RETAIL,638.31,319.155,71.906,1062555.55
202302,2023Q1,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,611.422,305.711,47.028,1019477.99
202303,2023Q1,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,687.01,343.505,83.24,1147404.7
202304,2023Q2,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,588.51,294.255,57.222,984519.78
202305,2023Q2,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,471.716,235.858,64.905,790436.98
202306,2023Q2,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,445.953,222.976,61.756,748501.17
202307,2023Q3,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,382.673,191.336,53.753,643350.74
202308,2023Q3,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,509.744,254.872,45.636,858399.18
202309,2023Q3,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,531.922,265.961,58.496,897226.07
202310,2023Q4,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,555.347,277.673,61.817,938285.03
202311,2023Q4,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,545.187,272.594,61.605,922641.52
202312,2023Q4,2023,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,653.708,326.854,76.205,1108121.38
202401,2024Q1,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,676.189,338.095,55.622,1148124.29
202402,2024Q1,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,656.488,328.244,69.123,1116514.29
202403,2024Q1,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,569.36,284.68,60.248,969930.99
202404,2024Q2,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,498.469,249.234,52.393,850567.2
202405,2024Q2,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,496.822,248.411,48.138,849157.05
202406,2024Q2,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,473.128,236.564,45.65,809994.81
202407,2024Q3,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,454.767,227.383,40.6,779846.56
202408,2024Q3,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,ims,RETAIL,421.429,210.714,29.014,723871.77
202409,2024Q3,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,548.243,274.121,79.144,943250.28
202410,2024Q4,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,483.483,241.741,52.838,833204.6
202411,2024Q4,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,ims,RETAIL,668.514,334.257,68.186,1153978.56
202412,2024Q4,2024,4037,AZ-ECO-037,5113,Dupixair,RESP,Y,IMS,RETAIL,770.803,385.401,100.772,1332745.43
202101,2021Q1,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,547.277,273.638,44.904,875643.05
202102,2021Q1,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,544.508,272.254,20.437,872652.0
202103,2021Q1,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,475.327,237.664,56.463,763037.45
202104,2021Q2,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,466.623,233.311,52.945,750301.85
202105,2021Q2,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,343.061,171.53,26.654,552532.59
202106,2021Q2,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,344.409,172.205,38.66,555620.69
202107,2021Q3,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,399.655,199.828,37.109,645811.21
202108,2021Q3,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,367.037,183.518,44.602,594082.07
202109,2021Q3,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,432.148,216.074,58.01,700625.83
202110,2021Q4,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,480.324,240.162,51.091,780017.08
202111,2021Q4,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,519.744,259.872,67.895,845426.8
202112,2021Q4,2021,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,556.339,278.17,62.75,906448.19
202201,2022Q1,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,542.465,271.232,42.4,885302.43
202202,2022Q1,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,533.213,266.607,63.919,871640.86
202203,2022Q1,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,566.447,283.223,45.697,927497.06
202204,2022Q2,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,398.216,199.108,45.297,653113.93
202205,2022Q2,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,402.169,201.085,41.3,660687.33
202206,2022Q2,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,331.1,165.55,34.954,544831.63
202207,2022Q3,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,372.424,186.212,45.79,613844.18
202208,2022Q3,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,327.63,163.815,43.114,540904.63
202209,2022Q3,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,389.393,194.696,50.03,643934.43
202210,2022Q4,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,445.493,222.746,46.432,737922.39
202211,2022Q4,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,567.61,283.805,61.627,941753.77
202212,2022Q4,2022,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,571.891,285.945,59.669,950422.38
202301,2023Q1,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,558.839,279.419,67.555,930265.52
202302,2023Q1,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,629.864,314.932,60.155,1050229.18
202303,2023Q1,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,495.033,247.516,40.91,826775.16
202304,2023Q2,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,452.391,226.196,48.928,756805.71
202305,2023Q2,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,ims,RETAIL,399.542,199.771,38.793,669498.35
202306,2023Q2,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,419.062,209.531,48.814,703366.33
202307,2023Q3,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,351.911,175.955,39.479,591633.7
202308,2023Q3,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,350.802,175.401,47.074,590744.45
202309,2023Q3,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,429.502,214.751,42.797,724467.24
202310,2023Q4,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,480.065,240.032,44.15,811092.7
202311,2023Q4,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,591.413,295.707,42.344,1000870.89
202312,2023Q4,2023,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,672.695,336.347,66.869,1140307.04
202401,2024Q1,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,568.446,284.223,79.792,965183.74
202402,2024Q1,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,537.753,268.877,39.016,914576.68
202403,2024Q1,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,652.961,326.481,95.675,1112349.34
202404,2024Q2,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,519.686,259.843,51.291,886771.27
202405,2024Q2,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,454.879,227.44,54.84,777469.52
202406,2024Q2,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,464.483,232.242,61.386,795195.2
202407,2024Q3,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,409.32,204.66,45.343,701913.49
202408,2024Q3,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,404.993,202.497,39.304,695640.78
202409,2024Q3,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,437.121,218.561,42.725,752065.89
202410,2024Q4,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,500.389,250.194,63.457,862339.05
202411,2024Q4,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,597.008,298.504,112.655,1030546.84
202412,2024Q4,2024,4038,MA-ECO-038,5113,Dupixair,RESP,Y,IMS,RETAIL,745.223,372.612,102.788,1288517.83
202101,2021Q1,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,466.582,233.291,53.963,746531.78
202102,2021Q1,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,394.309,197.154,50.537,631935.76
202103,2021Q1,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,368.873,184.436,34.772,592147.15
202104,2021Q2,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,397.087,198.543,45.342,638491.72
202105,2021Q2,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,309.114,154.557,33.012,497858.59
202106,2021Q2,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,303.845,151.922,45.064,490179.17
202107,2021Q3,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,323.511,161.756,34.231,522768.59
202108,2021Q3,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,305.66,152.83,33.231,494738.21
202109,2021Q3,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,ddd,RETAIL,292.059,146.029,26.659,473504.27
202110,2021Q4,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,388.099,194.049,35.52,630249.58
202111,2021Q4,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,381.636,190.818,48.215,620777.32
202112,2021Q4,2021,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,427.962,213.981,52.016,697283.0
202201,2022Q1,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,394.589,197.295,57.203,643969.34
202202,2022Q1,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,473.364,236.682,47.663,773805.85
202203,2022Q1,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,436.432,218.216,45.81,714611.15
202204,2022Q2,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,414.619,207.31,49.001,680016.55
202205,2022Q2,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,346.43,173.215,36.901,569117.46
202206,2022Q2,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,338.897,169.448,32.427,557661.77
202207,2022Q3,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,301.871,150.936,43.205,497556.23
202208,2022Q3,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,267.069,133.535,29.566,440920.78
202209,2022Q3,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,305.769,152.884,46.545,505645.84
202210,2022Q4,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,344.33,172.165,47.429,570354.86
202211,2022Q4,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,445.983,222.991,43.877,739954.78
202212,2022Q4,2022,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,498.931,249.466,66.006,829171.54
202301,2023Q1,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,473.897,236.949,61.838,788868.2
202302,2023Q1,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,463.439,231.72,51.665,772733.81
202303,2023Q1,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,463.628,231.814,29.577,774324.62
202304,2023Q2,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,376.615,188.308,45.432,630039.94
202305,2023Q2,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,322.394,161.197,25.441,540223.54
202306,2023Q2,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,324.482,162.241,23.273,544620.47
202307,2023Q3,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,315.698,157.849,26.077,530753.5
202308,2023Q3,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,320.796,160.398,41.017,540214.77
202309,2023Q3,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,436.628,218.314,62.181,736487.29
202310,2023Q4,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,363.341,181.671,21.716,613882.77
202311,2023Q4,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,417.922,208.961,41.725,707265.65
202312,2023Q4,2023,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,455.489,227.745,54.851,772115.32
202401,2024Q1,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,509.806,254.903,53.527,865616.92
202402,2024Q1,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,545.163,272.582,50.597,927179.26
202403,2024Q1,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,558.587,279.293,73.964,951578.33
202404,2024Q2,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,410.404,205.202,33.92,700296.22
202405,2024Q2,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,386.1,193.05,43.03,659913.26
202406,2024Q2,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,330.43,165.215,28.24,565696.59
202407,2024Q3,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,315.3,157.65,50.259,540685.68
202408,2024Q3,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,317.264,158.632,25.124,544951.34
202409,2024Q3,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,346.431,173.216,30.979,596033.82
202410,2024Q4,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,365.954,182.977,31.36,630662.47
202411,2024Q4,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,367.56465,216.215,42.839,746452.48
202412,2024Q4,2024,4039,TN-ECO-039,5113,Dupixair,RESP,Y,DDD,RETAIL,462.60655,272.121,57.987,941015.45
202101,2021Q1,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,278.488,139.244,33.139,445580.44
202102,2021Q1,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,273.516,136.758,35.025,438349.11
202103,2021Q1,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,293.429,146.714,29.986,471038.1
202104,2021Q2,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,241.58,120.79,23.959,388446.52
202105,2021Q2,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,202.656,101.328,19.742,326397.45
202106,2021Q2,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,179.574,89.787,17.485,289698.61
202107,2021Q3,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,198.625,99.312,15.239,320961.82
202108,2021Q3,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,202.923,101.462,25.329,328449.77
202109,2021Q3,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,244.653,122.327,21.632,396647.25
202110,2021Q4,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,246.865,123.433,34.79,400894.79
202111,2021Q4,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,ims,RETAIL,318.741,159.37,25.452,518470.87
202112,2021Q4,2021,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,303.414,151.707,31.122,494355.55
202201,2022Q1,2022,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,317.233,158.617,27.01,517725.02
202202,2022Q1,2022,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,305.893,152.947,21.563,500042.27
202203,2022Q1,2022,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,280.488,140.244,39.506,459269.36
202204,2022Q2,2022,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,258.929,129.465,18.896,424669.45
202205,2022Q2,2022,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,229.277,114.639,24.529,376658.68
202206,2022Q2,2022,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,258.934,129.467,26.279,426081.55
202207,2022Q3,2022,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,200.917,100.458,21.758,331159.02
202208,2022Q3,2022,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,176.804,88.402,20.152,291896.68
202209,2022Q3,2022,4040,IN-ECO-040,5113,Dupixair,RESP,Y,IMS,RETAIL,219.191,109.595,25.872,362473.29
