date_year_month,ecosystem_id,product_brand_id,product_brand_name,rep_calls,samples_delivered,digital_impressions,speaker_programs,copay_redemptions,nba_suggestions,marketing_spend_usd
202208,4036,5109,Hemvia,0,0,45.0,0,0,0,40.5
202209,4036,5109,Hemvia,0,0,0.0,0,4,0,0.0
202210,4036,5109,Hemvia,0,0,0.0,0,0,0,0.0
202211,4036,5109,Hemvia,0,1,53.0,0,0,0,47.7
202212,4036,5109,Hemvia,0,0,0.0,0,15,0,0.0
202301,4036,5109,Hemvia,0,0,8.0,0,14,1,7.2
202302,4036,5109,Hemvia,0,0,22.0,1,13,0,4219.8
202303,4036,5109,Hemvia,0,0,32.0,0,0,0,28.8
202304,4036,5109,Hemvia,0,0,0.0,0,0,0,0.0
202305,4036,5109,Hemvia,0,0,29.0,0,0,0,26.1
202306,4036,5109,Hemvia,0,0,0.0,0,27,0,0.0
202307,4036,5109,Hemvia,0,0,0.0,0,0,0,0.0
202308,4036,5109,Hemvia,0,0,11.0,0,11,0,9.9
202309,4036,5109,Hemvia,0,0,9.0,0,22,0,8.1
202310,4036,5109,Hemvia,0,0,0.0,0,0,0,0.0
202311,4036,5109,Hemvia,0,0,17.0,0,5,0,15.3
202312,4036,5109,Hemvia,0,1,14.0,0,0,0,12.6
202401,4036,5109,Hemvia,1,0,82.0,0,0,3,423.8
202402,4036,5109,Hemvia,0,0,0.0,0,18,0,0.0
202403,4036,5109,Hemvia,0,0,0.0,0,0,0,0.0
202404,4036,5109,Hemvia,0,0,36.0,0,0,0,32.4
202405,4036,5109,Hemvia,0,1,16.0,0,0,0,14.4
202406,4036,5109,Hemvia,0,0,16.0,0,0,0,14.4
202407,4036,5109,Hemvia,0,0,23.0,0,0,0,20.7
202408,4036,5109,Hemvia,0,0,30.0,0,0,0,27.0
202409,4036,5109,Hemvia,0,1,0.0,0,0,0,0.0
202410,4036,5109,Hemvia,0,0,1.0,0,0,0,0.9
202411,4036,5109,Hemvia,1,2,153.0,0,0,2,487.7
202412,4036,5109,Hemvia,0,0,20.0,0,0,0,18.0
202501,4036,5109,Hemvia,0,0,0.0,0,0,0,0.0
202502,4036,5109,Hemvia,0,0,3.0,0,0,0,2.7
202503,4036,5109,Hemvia,0,0,0.0,0,0,0,0.0
202504,4036,5109,Hemvia,0,0,8.0,0,0,0,7.2
202505,4036,5109,Hemvia,0,1,4.0,0,21,0,3.6
202506,4036,5109,Hemvia,0,0,42.0,0,13,0,37.8
202101,4037,5109,Hemvia,3,2,380.0,0,22,2,1392.0
202102,4037,5109,Hemvia,4,3,703.0,0,31,8,2032.7
202103,4037,5109,Hemvia,1,0,133.0,0,5,1,469.7
202104,4037,5109,Hemvia,2,2,343.0,0,14,3,1008.7
202105,4037,5109,Hemvia,7,2,494.0,0,49,15,2894.6
202106,4037,5109,Hemvia,3,1,699.0,0,22,5,1679.1
202107,4037,5109,Hemvia,4,3,397.0,0,37,7,1757.3
202108,4037,5109,Hemvia,5,6,538.0,1,21,17,6434.2
202109,4037,5109,Hemvia,3,3,677.0,0,15,7,1659.3
202110,4037,5109,Hemvia,1,0,106.0,0,28,1,445.4
202111,4037,5109,Hemvia,2,2,112.0,0,17,4,800.8
202112,4037,5109,Hemvia,0,0,0.0,0,0,0,0.0
202201,4037,5109,Hemvia,1,1,98.0,0,30,0,438.2
202202,4037,5109,Hemvia,4,4,454.0,0,24,13,1808.6
202203,4037,5109,Hemvia,3,2,350.0,0,10,7,1365.0
202204,4037,5109,Hemvia,5,6,794.0,0,64,11,2464.6
202205,4037,5109,Hemvia,12,18,1373.0,0,95,23,5435.7
202206,4037,5109,Hemvia,3,3,291.0,0,19,5,1311.9
202207,4037,5109,Hemvia,5,6,931.0,1,33,11,6787.9
202208,4037,5109,Hemvia,7,13,1475.0,0,82,15,3777.5
202209,4037,5109,Hemvia,6,12,401.0,0,0,8,2460.9
202210,4037,5109,Hemvia,7,9,,0,58,11,3393.2
202211,4037,5109,Hemvia,4,2,0.0,0,33,7,1400.0
202212,4037,5109,Hemvia,3,3,378.0,0,39,6,1390.2
202301,4037,5109,Hemvia,6,6,449.0,1,33,12,6704.1
202302,4037,5109,Hemvia,7,9,980.0,0,67,12,3332.0
202303,4037,5109,Hemvia,6,11,958.0,0,74,7,2962.2
202304,4037,5109,Hemvia,3,7,376.0,0,18,7,1388.4
202305,4037,5109,Hemvia,1,3,143.0,0,13,2,478.7
202306,4037,5109,Hemvia,1,1,93.0,0,0,1,433.7
202307,4037,5109,Hemvia,3,1,112.0,0,52,9,1150.8
202308,4037,5109,Hemvia,5,6,822.0,0,50,7,2489.8
202309,4037,5109,Hemvia,2,1,249.0,0,0,5,924.1
202310,4037,5109,Hemvia,4,2,446.0,0,52,2,1801.4
202311,4037,5109,Hemvia,1,0,126.0,0,33,3,463.4
202312,4037,5109,Hemvia,6,5,825.0,0,24,14,2842.5
202401,4037,5109,Hemvia,5,5,1124.0,0,15,14,2761.6
202402,4037,5109,Hemvia,6,5,474.0,0,1,14,2526.6
202403,4037,5109,Hemvia,3,3,467.0,0,18,4,1470.3
202404,4037,5109,Hemvia,3,2,315.0,0,0,6,1333.5
202405,4037,5109,Hemvia,1,2,140.0,0,21,3,476.0
202406,4037,5109,Hemvia,4,3,552.0,0,44,3,1896.8
202407,4037,5109,Hemvia,6,5,1240.0,0,54,13,3216.0
202408,4037,5109,Hemvia,2,1,266.0,0,14,5,939.4
202409,4037,5109,Hemvia,2,2,207.0,0,6,5,886.3
202410,4037,5109,Hemvia,6,9,985.0,0,82,12,2986.5
202411,4037,5109,Hemvia,4,6,579.0,1,0,4,6121.1
202412,4037,5109,Hemvia,5,6,563.0,1,29,18,6456.7
202501,4037,5109,Hemvia,3,4,447.0,0,5,3,1452.3
202502,4037,5109,Hemvia,3,1,790.0,0,27,7,1761.0
202503,4037,5109,Hemvia,8,3,564.0,0,75,14,3307.6
202504,4037,5109,Hemvia,6,5,534.0,0,42,11,2580.6
202505,4037,5109,Hemvia,6,8,269.0,0,44,18,2342.1
202506,4037,5109,Hemvia,5,2,359.0,0,73,9,2073.1
202101,4038,5109,Hemvia,0,0,17.0,0,29,0,15.3
202102,4038,5109,Hemvia,2,0,345.0,0,20,5,1010.5
202103,4038,5109,Hemvia,0,0,0.0,0,8,1,0.0
202104,4038,5109,Hemvia,1,2,44.0,0,0,2,389.6
202105,4038,5109,Hemvia,3,0,104.0,0,47,8,1143.6
202106,4038,5109,Hemvia,1,1,154.0,0,18,3,488.6
202107,4038,5109,Hemvia,1,1,59.0,0,0,1,403.1
202108,4038,5109,Hemvia,3,2,202.0,1,6,6,5431.8
202109,4038,5109,Hemvia,1,1,0.0,0,34,3,350.0
202110,4038,5109,Hemvia,3,6,87.0,0,7,5,1128.3
202111,4038,5109,Hemvia,0,1,0.0,1,15,0,4200.0
202112,4038,5109,Hemvia,0,0,0.0,0,0,0,0.0
202201,4038,5109,Hemvia,2,3,187.0,0,32,7,868.3
202202,4038,5109,Hemvia,2,0,192.0,0,0,6,872.8
202203,4038,5109,Hemvia,2,1,0.0,0,74,3,700.0
202204,4038,5109,Hemvia,2,2,81.0,1,4,2,4972.9
202205,4038,5109,Hemvia,1,1,173.0,0,8,1,505.7
202206,4038,5109,Hemvia,1,0,195.0,0,23,2,525.5
202207,4038,5109,Hemvia,1,0,139.0,0,42,2,475.1
202208,4038,5109,Hemvia,3,1,496.0,0,22,7,1496.4
202209,4038,5109,Hemvia,1,0,72.0,0,0,2,414.8
202210,4038,5109,Hemvia,3,2,,0,39,5,1541.4
202211,4038,5109,Hemvia,0,0,0.0,0,0,0,0.0
202212,4038,5109,Hemvia,1,0,61.0,0,0,0,404.9
202301,4038,5109,Hemvia,2,3,310.0,0,12,5,979.0
202302,4038,5109,Hemvia,3,6,369.0,0,30,5,1382.1
202303,4038,5109,Hemvia,0,0,49.0,0,0,0,44.1
202304,4038,5109,Hemvia,3,5,298.0,0,16,9,1318.2
202305,4038,5109,Hemvia,1,1,51.0,0,0,4,395.9
202306,4038,5109,Hemvia,1,1,96.0,0,4,4,436.4
202307,4038,5109,Hemvia,1,0,125.0,0,0,2,462.5
202308,4038,5109,Hemvia,4,4,204.0,0,36,5,1583.6
202309,4038,5109,Hemvia,3,1,169.0,0,42,3,1202.1
202310,4038,5109,Hemvia,2,0,336.0,0,0,9,1002.4
202311,4038,5109,Hemvia,1,2,179.0,0,0,4,511.1
202312,4038,5109,Hemvia,0,0,25.0,0,0,0,22.5
202401,4038,5109,Hemvia,1,0,83.0,1,27,3,4624.7
202402,4038,5109,Hemvia,2,2,254.0,0,32,4,928.6
202403,4038,5109,Hemvia,0,0,36.0,0,3,0,32.4
202404,4038,5109,Hemvia,2,0,231.0,0,0,3,907.9
202405,4038,5109,Hemvia,1,0,103.0,0,10,0,442.7
202406,4038,5109,Hemvia,5,2,534.0,0,47,12,2230.6
202407,4038,5109,Hemvia,1,2,140.0,0,29,2,476.0
202408,4038,5109,Hemvia,2,2,325.0,0,28,4,992.5
202409,4038,5109,Hemvia,0,0,9.0,0,2,0,8.1
202410,4038,5109,Hemvia,2,4,343.0,0,16,5,1008.7
202411,4038,5109,Hemvia,2,1,90.0,0,24,2,781.0
202412,4038,5109,Hemvia,1,0,198.0,0,2,1,528.2
202501,4038,5109,Hemvia,1,2,176.0,0,14,3,508.4
202502,4038,5109,Hemvia,2,2,434.0,0,13,7,1090.6
202503,4038,5109,Hemvia,3,3,420.0,0,0,5,1428.0
202504,4038,5109,Hemvia,0,1,19.0,0,35,2,17.1
202505,4038,5109,Hemvia,0,0,0.0,0,0,0,0.0
202506,4038,5109,Hemvia,1,1,19.0,0,35,3,367.1
202101,4039,5109,Hemvia,3,1,503.0,1,0,5,5702.7
202102,4039,5109,Hemvia,2,3,217.0,0,13,7,895.3
202103,4039,5109,Hemvia,2,2,51.0,0,33,4,745.9
202104,4039,5109,Hemvia,2,0,340.0,0,6,5,1006.0
202105,4039,5109,Hemvia,3,0,407.0,0,3,5,1416.3
202106,4039,5109,Hemvia,3,1,302.0,0,4,6,1321.8
202107,4039,5109,Hemvia,1,2,219.0,0,26,2,547.1
202108,4039,5109,Hemvia,2,2,260.0,0,2,5,934.0
202109,4039,5109,Hemvia,1,0,105.0,0,1,1,444.5
202110,4039,5109,Hemvia,3,2,369.0,0,28,7,1382.1
202111,4039,5109,Hemvia,2,1,96.0,0,5,3,786.4
202112,4039,5109,Hemvia,3,2,626.0,0,7,6,1613.4
202201,4039,5109,Hemvia,0,0,0.0,0,29,0,0.0
202202,4039,5109,Hemvia,2,2,252.0,0,20,7,926.8
202203,4039,5109,Hemvia,2,1,326.0,0,33,2,993.4
202204,4039,5109,Hemvia,4,5,493.0,0,31,6,1843.7
202205,4039,5109,Hemvia,1,1,173.0,0,30,6,505.7
202206,4039,5109,Hemvia,3,7,100.0,0,31,5,1140.0
202207,4039,5109,Hemvia,3,2,147.0,0,0,7,1182.3
202208,4039,5109,Hemvia,1,2,189.0,0,19,1,520.1
202209,4039,5109,Hemvia,4,9,287.0,0,66,7,1658.3
202210,4039,5109,Hemvia,3,8,167.0,0,33,10,1200.3
202211,4039,5109,Hemvia,2,1,276.0,0,0,5,948.4
202212,4039,5109,Hemvia,3,5,308.0,0,0,4,1327.2
202301,4039,5109,Hemvia,1,0,120.0,0,25,1,458.0
202302,4039,5109,Hemvia,3,2,446.0,0,49,9,1451.4
202303,4039,5109,Hemvia,1,0,143.0,0,24,2,478.7
202304,4039,5109,Hemvia,1,0,210.0,0,2,1,539.0
202305,4039,5109,Hemvia,2,4,376.0,0,12,3,1038.4
202306,4039,5109,Hemvia,1,1,11.0,0,0,4,359.9
202307,4039,5109,Hemvia,2,0,232.0,0,44,3,908.8
202308,4039,5109,Hemvia,1,0,162.0,0,7,1,495.8
202309,4039,5109,Hemvia,4,5,620.0,0,54,4,1958.0
202310,4039,5109,Hemvia,1,2,,1,20,0,4659.8
202311,4039,5109,Hemvia,2,3,105.0,0,35,4,794.5
202312,4039,5109,Hemvia,4,3,626.0,0,35,7,1963.4
202401,4039,5109,Hemvia,1,0,150.0,0,9,3,485.0
202402,4039,5109,Hemvia,2,1,260.0,0,46,7,934.0
202403,4039,5109,Hemvia,4,8,134.0,0,11,10,1520.6
202404,4039,5109,Hemvia,2,2,64.0,0,9,4,757.6
202405,4039,5109,Hemvia,1,0,84.0,0,25,5,425.6
202406,4039,5109,Hemvia,2,2,171.0,0,35,3,853.9
202407,4039,5109,Hemvia,1,2,90.0,0,23,2,431.0
202408,4039,5109,Hemvia,5,6,264.0,0,20,10,1987.6
202409,4039,5109,Hemvia,2,2,364.0,0,21,6,1027.6
202410,4039,5109,Hemvia,1,0,154.0,0,25,3,488.6
202411,4039,5109,Hemvia,3,4,473.0,1,30,7,5675.7
202412,4039,5109,Hemvia,0,0,29.0,0,0,0,26.1
202501,4039,5109,Hemvia,0,0,0.0,0,0,0,0.0
202502,4039,5109,Hemvia,4,2,167.0,0,44,5,1550.3
202503,4039,5109,Hemvia,2,1,196.0,0,32,6,876.4
202504,4039,5109,Hemvia,1,1,89.0,0,1,0,430.1
202505,4039,5109,Hemvia,0,0,19.0,0,0,0,17.1
202506,4039,5109,Hemvia,4,2,352.0,0,46,5,1716.8
202101,4040,5109,Hemvia,4,2,523.0,0,45,5,1870.7
202102,4040,5109,Hemvia,2,1,218.0,0,10,5,896.2
202103,4040,5109,Hemvia,4,4,498.0,0,28,13,1848.2
202104,4040,5109,Hemvia,1,1,153.0,0,9,1,487.7
202105,4040,5109,Hemvia,1,1,243.0,0,16,2,568.7
202106,4040,5109,Hemvia,4,4,1080.0,0,64,10,2372.0
202107,4040,5109,Hemvia,3,4,226.0,1,27,2,5453.4
202108,4040,5109,Hemvia,7,5,1304.0,1,24,14,7823.6
202109,4040,5109,Hemvia,7,8,934.0,0,83,15,3290.6
202110,4040,5109,Hemvia,0,0,15.0,0,0,0,13.5
202111,4040,5109,Hemvia,2,0,374.0,1,40,0,5236.6
202112,4040,5109,Hemvia,4,2,775.0,0,12,5,2097.5
202201,4040,5109,Hemvia,2,2,289.0,0,0,6,960.1
202202,4040,5109,Hemvia,6,8,1142.0,1,72,16,7327.8
202203,4040,5109,Hemvia,3,3,543.0,0,1,8,1538.7
202204,4040,5109,Hemvia,3,2,542.0,0,22,7,1537.8
202205,4040,5109,Hemvia,3,4,329.0,0,60,5,1346.1
202206,4040,5109,Hemvia,3,0,215.0,0,37,7,1243.5
202207,4040,5109,Hemvia,2,1,66.0,0,51,1,759.4
202208,4040,5109,Hemvia,2,2,348.0,0,38,7,1013.2
202209,4040,5109,Hemvia,3,4,431.0,0,27,10,1437.9
202210,4040,5109,Hemvia,2,7,112.0,0,29,5,800.8
202211,4040,5109,Hemvia,2,4,182.0,0,57,7,863.8
202212,4040,5109,Hemvia,1,1,97.0,0,32,2,437.3
202301,4040,5109,Hemvia,5,4,412.0,0,35,15,2120.8
202302,4040,5109,Hemvia,2,3,143.0,0,0,0,828.7
202303,4040,5109,Hemvia,4,3,427.0,0,55,10,1784.3
202304,4040,5109,Hemvia,6,9,432.0,0,20,17,2488.8
202305,4040,5109,Hemvia,3,1,277.0,0,35,4,1299.3
202306,4040,5109,Hemvia,4,6,682.0,0,31,5,2013.8
202307,4040,5109,Hemvia,1,0,53.0,0,0,0,397.7
202308,4040,5109,Hemvia,4,2,413.0,0,29,6,1771.7
202309,4040,5109,Hemvia,9,9,1145.0,0,63,20,4180.5
202310,4040,5109,Hemvia,2,4,257.0,0,29,0,931.3
202311,4040,5109,Hemvia,4,3,479.0,0,27,7,1831.1
202312,4040,5109,Hemvia,3,2,379.0,0,21,3,1391.1
202401,4040,5109,Hemvia,2,1,483.0,0,26,2,1134.7
202402,4040,5109,Hemvia,4,5,467.0,0,24,6,1820.3
202403,4040,5109,Hemvia,1,1,25.0,0,19,0,372.5
202404,4040,5109,Hemvia,2,4,290.0,0,0,1,961.0
202405,4040,5109,Hemvia,3,5,364.0,0,53,6,1377.6
202406,4040,5109,Hemvia,3,2,209.0,0,40,8,1238.1
202407,4040,5109,Hemvia,7,3,889.0,0,49,9,3250.1
202408,4040,5109,Hemvia,4,4,534.0,0,60,10,1880.6
202409,4040,5109,Hemvia,6,6,942.0,0,60,8,2947.8
202410,4040,5109,Hemvia,1,2,246.0,0,0,4,571.4
202411,4040,5109,Hemvia,2,4,423.0,0,20,6,1080.7
202412,4040,5109,Hemvia,4,2,485.0,0,0,7,1836.5
202501,4040,5109,Hemvia,3,4,388.0,0,28,9,1399.2
202502,4040,5109,Hemvia,3,5,453.0,0,22,5,1457.7
202503,4040,5109,Hemvia,2,6,213.0,0,0,5,891.7
202504,4040,5109,Hemvia,2,2,240.0,0,0,3,916.0
202505,4040,5109,Hemvia,1,0,66.0,0,9,4,409.4
202506,4040,5109,Hemvia,2,0,528.0,0,16,3,1175.2
202101,4041,5109,Hemvia,2,1,159.0,0,20,6,843.1
202102,4041,5109,Hemvia,2,0,401.0,0,24,0,1060.9
202103,4041,5109,Hemvia,2,2,238.0,0,32,3,914.2
202104,4041,5109,Hemvia,1,2,43.0,0,21,2,388.7
202105,4041,5109,Hemvia,2,3,210.0,1,22,6,5089.0
202106,4041,5109,Hemvia,2,1,176.0,0,4,6,858.4
202107,4041,5109,Hemvia,1,0,166.0,0,31,2,499.4
202108,4041,5109,Hemvia,1,0,138.0,0,13,3,474.2
202109,4041,5109,Hemvia,4,5,337.0,0,44,6,1703.3
202110,4041,5109,Hemvia,1,0,179.0,0,0,2,511.1
202111,4041,5109,Hemvia,0,0,0.0,0,0,0,0.0
202112,4041,5109,Hemvia,2,3,350.0,0,0,7,1015.0
202201,4041,5109,Hemvia,3,1,263.0,0,59,3,1286.7
202202,4041,5109,Hemvia,4,2,369.0,0,56,13,1732.1
202203,4041,5109,Hemvia,3,2,436.0,1,26,7,5642.4
202204,4041,5109,Hemvia,1,1,0.0,0,0,5,350.0
202205,4041,5109,Hemvia,1,0,168.0,0,8,4,501.2
202206,4041,5109,Hemvia,1,2,80.0,1,4,1,4622.0
202207,4041,5109,Hemvia,4,0,316.0,1,31,8,5884.4
202208,4041,5109,Hemvia,3,4,191.0,0,4,6,1221.9
202209,4041,5109,Hemvia,3,1,357.0,0,42,10,1371.3
202210,4041,5109,Hemvia,1,0,70.0,0,0,3,413.0
202211,4041,5109,Hemvia,2,1,238.0,0,0,8,914.2
202212,4041,5109,Hemvia,2,1,298.0,0,25,2,968.2
202301,4041,5109,Hemvia,3,0,560.0,0,36,13,1554.0
202302,4041,5109,Hemvia,2,4,403.0,0,26,3,1062.7
202303,4041,5109,Hemvia,0,0,11.0,0,34,0,9.9
202304,4041,5109,Hemvia,2,1,207.0,1,21,1,5086.3
202305,4041,5109,Hemvia,3,2,379.0,0,16,7,1391.1
202306,4041,5109,Hemvia,1,1,148.0,0,20,0,483.2
202307,4041,5109,Hemvia,1,2,123.0,0,8,2,460.7
202308,4041,5109,Hemvia,4,1,288.0,0,56,8,1659.2
202309,4041,5109,Hemvia,0,0,,0,0,0,16.2
202310,4041,5109,Hemvia,0,0,0.0,0,25,0,0.0
202311,4041,5109,Hemvia,2,2,42.0,1,0,5,4937.8
202312,4041,5109,Hemvia,0,0,65.0,0,9,0,58.5
202401,4041,5109,Hemvia,2,3,284.0,0,52,3,955.6
202402,4041,5109,Hemvia,2,2,302.0,0,43,3,971.8
202403,4041,5109,Hemvia,3,1,503.0,0,37,3,1502.7
202404,4041,5109,Hemvia,0,1,22.0,0,23,0,19.8
202405,4041,5109,Hemvia,1,2,179.0,0,6,1,511.1
202406,4041,5109,Hemvia,2,2,362.0,0,13,6,1025.8
202407,4041,5109,Hemvia,3,5,290.0,0,32,5,1311.0
202408,4041,5109,Hemvia,0,0,0.0,0,0,0,0.0
202409,4041,5109,Hemvia,3,2,402.0,0,17,4,1411.8
202410,4041,5109,Hemvia,3,3,609.0,0,39,8,1598.1
202411,4041,5109,Hemvia,2,1,406.0,0,14,3,1065.4
202412,4041,5109,Hemvia,0,1,15.0,0,16,0,13.5
202501,4041,5109,Hemvia,0,0,36.0,0,30,0,32.4
202502,4041,5109,Hemvia,3,0,232.0,0,32,6,1258.8
202503,4041,5109,Hemvia,1,1,20.0,0,0,4,368.0
202504,4041,5109,Hemvia,1,1,120.0,0,18,6,458.0
202505,4041,5109,Hemvia,1,3,88.0,0,21,3,429.2
202506,4041,5109,Hemvia,1,1,10.0,0,37,1,359.0
202101,4042,5109,Hemvia,3,3,273.0,0,49,15,1295.7
202102,4042,5109,Hemvia,2,2,285.0,0,25,0,956.5
202103,4042,5109,Hemvia,5,10,815.0,0,41,10,2483.5
202104,4042,5109,Hemvia,2,1,319.0,1,0,5,5187.1
202105,4042,5109,Hemvia,8,14,,0,90,22,4030.3
202106,4042,5109,Hemvia,1,2,286.0,0,44,2,607.4
202107,4042,5109,Hemvia,3,3,428.0,0,34,4,1435.2
202108,4042,5109,Hemvia,3,1,492.0,0,17,8,1492.8
202109,4042,5109,Hemvia,6,5,991.0,0,19,11,2991.9
202110,4042,5109,Hemvia,2,4,287.0,0,7,3,958.3
202111,4042,5109,Hemvia,5,12,594.0,1,59,6,6484.6
202112,4042,5109,Hemvia,8,9,1496.0,0,49,13,4146.4
202201,4042,5109,Hemvia,4,2,403.0,1,46,4,5962.7
202202,4042,5109,Hemvia,2,2,248.0,0,13,4,923.2
202203,4042,5109,Hemvia,5,6,0.0,0,76,6,1750.0
202204,4042,5109,Hemvia,6,12,356.0,0,57,15,2420.4
202205,4042,5109,Hemvia,2,3,158.0,0,15,1,842.2
202206,4042,5109,Hemvia,5,8,250.0,0,32,9,1975.0
202207,4042,5109,Hemvia,1,1,,0,21,5,396.8
202208,4042,5109,Hemvia,5,4,153.0,0,52,7,1887.7
202209,4042,5109,Hemvia,4,4,468.0,0,31,7,1821.2
202210,4042,5109,Hemvia,3,0,326.0,0,27,3,1343.4
202211,4042,5109,Hemvia,6,9,1039.0,0,36,10,3035.1
202212,4042,5109,Hemvia,6,6,1284.0,0,34,13,3255.6
202301,4042,5109,Hemvia,9,6,1426.0,0,49,13,4433.4
202302,4042,5109,Hemvia,5,8,585.0,0,34,13,2276.5
202303,4042,5109,Hemvia,7,5,882.0,0,75,13,3243.8
202304,4042,5109,Hemvia,4,5,500.0,0,21,6,1850.0
202305,4042,5109,Hemvia,3,2,259.0,0,22,5,1283.1
202306,4042,5109,Hemvia,3,2,76.0,0,12,7,1118.4
202307,4042,5109,Hemvia,4,9,710.0,0,30,9,2039.0
202308,4042,5109,Hemvia,6,4,971.0,0,59,10,2973.9
202309,4042,5109,Hemvia,7,7,485.0,0,33,18,2886.5
202310,4042,5109,Hemvia,6,5,510.0,0,64,11,2559.0
202311,4042,5109,Hemvia,4,3,383.0,0,58,5,1744.7
202312,4042,5109,Hemvia,3,6,526.0,0,13,8,1523.4
202401,4042,5109,Hemvia,5,6,393.0,1,33,9,6303.7
202402,4042,5109,Hemvia,3,4,409.0,0,15,4,1418.1
202403,4042,5109,Hemvia,5,6,,0,2,7,2338.6
202404,4042,5109,Hemvia,7,8,559.0,0,69,24,2953.1
202405,4042,5109,Hemvia,1,3,66.0,0,0,2,409.4
202406,4042,5109,Hemvia,1,0,201.0,0,0,3,530.9
202407,4042,5109,Hemvia,0,1,0.0,0,0,1,0.0
202408,4042,5109,Hemvia,3,4,,0,18,2,1404.6
202409,4042,5109,Hemvia,4,5,290.0,0,37,12,1661.0
202410,4042,5109,Hemvia,5,9,361.0,1,32,10,6274.9
202411,4042,5109,Hemvia,3,3,348.0,0,20,5,1363.2
202412,4042,5109,Hemvia,6,8,386.0,0,68,17,2447.4
202501,4042,5109,Hemvia,8,5,794.0,0,52,15,3514.6
202502,4042,5109,Hemvia,7,7,,0,97,15,3473.3
202503,4042,5109,Hemvia,4,2,842.0,0,26,8,2157.8
202504,4042,5109,Hemvia,5,7,710.0,0,22,7,2389.0
202505,4042,5109,Hemvia,4,8,493.0,0,23,10,1843.7
202506,4042,5109,Hemvia,4,0,324.0,0,43,7,1691.6
202101,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202102,4043,5109,Hemvia,0,1,0.0,1,22,0,4200.0
202103,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202104,4043,5109,Hemvia,0,0,11.0,0,0,0,9.9
202105,4043,5109,Hemvia,1,1,155.0,0,0,2,489.5
202106,4043,5109,Hemvia,0,0,0.0,0,33,0,0.0
202107,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202108,4043,5109,Hemvia,0,1,23.0,0,0,0,20.7
202109,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202110,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202111,4043,5109,Hemvia,0,0,5.0,0,27,0,4.5
202112,4043,5109,Hemvia,0,1,37.0,0,0,2,33.3
202201,4043,5109,Hemvia,0,0,0.0,0,19,0,0.0
202202,4043,5109,Hemvia,1,3,96.0,1,0,1,4636.4
202203,4043,5109,Hemvia,0,0,5.0,0,0,0,4.5
202204,4043,5109,Hemvia,0,0,11.0,0,10,0,9.9
202205,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202206,4043,5109,Hemvia,0,0,0.0,0,0,1,0.0
202207,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202208,4043,5109,Hemvia,0,0,0.0,0,0,1,0.0
202209,4043,5109,Hemvia,0,0,14.0,0,0,0,12.6
202210,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202211,4043,5109,Hemvia,1,2,119.0,0,0,2,457.1
202212,4043,5109,Hemvia,0,0,13.0,0,21,0,11.7
202301,4043,5109,Hemvia,0,0,5.0,0,0,0,4.5
202302,4043,5109,Hemvia,0,0,42.0,0,29,0,37.8
202303,4043,5109,Hemvia,0,0,0.0,0,11,0,0.0
202304,4043,5109,Hemvia,0,0,34.0,0,6,0,30.6
202305,4043,5109,Hemvia,0,0,13.0,0,0,0,11.7
202306,4043,5109,Hemvia,0,0,38.0,0,32,0,34.2
202307,4043,5109,Hemvia,0,0,10.0,0,0,0,9.0
202308,4043,5109,Hemvia,0,0,0.0,0,1,0,0.0
202309,4043,5109,Hemvia,1,0,203.0,0,0,1,532.7
202310,4043,5109,Hemvia,0,0,0.0,0,22,0,0.0
202311,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202312,4043,5109,Hemvia,0,0,15.0,0,14,0,13.5
202401,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202402,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202403,4043,5109,Hemvia,0,0,18.0,0,32,0,16.2
202404,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202405,4043,5109,Hemvia,0,0,20.0,0,0,1,18.0
202406,4043,5109,Hemvia,0,1,43.0,0,3,0,38.7
202407,4043,5109,Hemvia,1,0,34.0,0,0,1,380.6
202408,4043,5109,Hemvia,0,1,0.0,0,4,0,0.0
202409,4043,5109,Hemvia,0,1,0.0,0,28,0,0.0
202410,4043,5109,Hemvia,1,1,56.0,0,21,3,400.4
202411,4043,5109,Hemvia,0,0,0.0,0,29,0,0.0
202412,4043,5109,Hemvia,0,1,0.0,0,0,0,0.0
202501,4043,5109,Hemvia,0,0,29.0,0,5,1,26.1
202502,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202503,4043,5109,Hemvia,0,0,0.0,0,0,0,0.0
202504,4043,5109,Hemvia,0,0,25.0,0,49,0,22.5
202505,4043,5109,Hemvia,0,0,4.0,0,3,0,3.6
202506,4043,5109,Hemvia,0,0,35.0,0,0,0,31.5
202101,4044,5109,Hemvia,1,1,57.0,0,18,1,401.3
202102,4044,5109,Hemvia,0,0,0.0,0,23,0,0.0
202103,4044,5109,Hemvia,0,0,31.0,0,15,0,27.9
