date_year_month,product_brand_id,product_brand_name,list_wac_per_unit,gross_to_net_ratio,effective_net_price_per_unit
202203,5120,Ontruza,2251.42,0.8217,1850.06
202204,5120,Ontruza,2255.14,0.8286,1868.62
202205,5120,Ontruza,2258.86,0.8242,1861.72
202206,5120,Ontruza,2262.59,0.8049,1821.11
202207,5120,Ontruza,2266.33,0.8187,1855.42
202208,5120,Ontruza,2270.07,0.8262,1875.47
202209,5120,Ontruza,2273.82,0.8154,1854.07
202210,5120,Ontruza,2277.58,0.8095,1843.68
202211,5120,Ontruza,2281.34,0.8193,1869.14
202212,5120,Ontruza,2285.11,0.8247,1884.44
202301,5120,Ontruza,2288.88,0.8105,1855.05
202302,5120,Ontruza,2292.66,0.7993,1832.46
202303,5120,Ontruza,2296.45,0.8154,1872.63
202304,5120,Ontruza,2300.24,0.8247,1896.96
202305,5120,Ontruza,2304.04,0.8234,1897.17
202306,5120,Ontruza,2307.84,0.8146,1879.99
202307,5120,Ontruza,2311.66,0.8162,1886.7
202308,5120,Ontruza,2315.47,0.818,1894.03
202309,5120,Ontruza,2319.3,0.8159,1892.26
202310,5120,Ontruza,2323.13,0.8251,1916.92
202311,5120,Ontruza,2326.96,0.8243,1918.08
202312,5120,Ontruza,2330.81,0.8156,1900.98
202401,5120,Ontruza,2334.66,0.8269,1930.62
202402,5120,Ontruza,2338.51,0.8209,1919.58
202403,5120,Ontruza,2342.38,0.8142,1907.15
202404,5120,Ontruza,2346.24,0.815,1912.27
202405,5120,Ontruza,2350.12,0.818,1922.32
202406,5120,Ontruza,2354.0,0.8338,1962.67
202407,5120,Ontruza,2357.89,0.8145,1920.51
202408,5120,Ontruza,2361.78,0.8207,1938.4
202409,5120,Ontruza,2365.68,0.8209,1942.0
202410,5120,Ontruza,2369.59,0.8124,1925.04
202411,5120,Ontruza,2373.5,0.8277,1964.45
202412,5120,Ontruza,2377.42,0.8245,1960.15
202501,5120,Ontruza,2381.35,0.8191,1950.62
202502,5120,Ontruza,2385.28,0.8359,1993.81
202503,5120,Ontruza,2389.22,0.832,1987.76
202504,5120,Ontruza,2393.17,0.8235,1970.87
202505,5120,Ontruza,2397.12,0.8182,1961.25
202506,5120,Ontruza,2401.08,0.8392,2014.99
